congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
116,senate,P000603,Paul,KY,,R,18,0.5,0.81388358,29.83745022
0,senate,P000612,Perdue,GA,,Republican,102,0.9509803921568627,0.60887566,5.15937819
115,senate,P000612,Perdue,GA,,R,83,0.9518072289156626,0.63744463,5.15937819
116,senate,P000612,Perdue,GA,,R,19,0.9473684210526315,0.48407436,5.15937819
0,senate,R000122,Reed,RI,,Democrat,108,0.24074074074074073,0.27368959,-15.50854907
115,senate,R000122,Reed,RI,,D,84,0.2857142857142857,0.30989164,-15.50854907
116,senate,R000122,Reed,RI,,D,24,0.08333333333333333,0.1469824,-15.50854907
0,senate,R000307,Roberts,KS,,Republican,108,0.9537037037037037,0.82627807,20.60221107
115,senate,R000307,Roberts,KS,,R,84,0.9642857142857143,0.84710357,20.60221107
116,senate,R000307,Roberts,KS,,R,24,0.9166666666666666,0.75338881,20.60221107
0,senate,R000584,Risch,ID,,Republican,106,0.9056603773584906,0.89340567,31.76941855
115,senate,R000584,Risch,ID,,R,84,0.9047619047619048,0.90597605,31.76941855
116,senate,R000584,Risch,ID,,R,22,0.9090909090909091,0.84540965,31.76941855
0,senate,R000595,Rubio,FL,,Republican,105,0.9047619047619048,0.52608105,1.19862561
115,senate,R000595,Rubio,FL,,R,83,0.9397590361445783,0.56227889,1.19862561
116,senate,R000595,Rubio,FL,,R,22,0.7727272727272727,0.38951646,1.19862561
0,senate,R000605,Rounds,SD,,Republican,103,0.9223300970873787,0.89234156,29.79332222
115,senate,R000605,Rounds,SD,,R,84,0.9166666666666666,0.89951902,29.79332222
116,senate,R000605,Rounds,SD,,R,19,0.9473684210526315,0.86060966,29.79332222
0,senate,R000608,Rosen,NV,,Democrat,115,0.3652173913043478,0.63675948,-2.41712836
116,senate,R000608,Rosen,NV,,D,22,0.09090909090909091,0.31422711,-2.41712836
0,senate,R000615,Romney,UT,,Republican,24,0.7916666666666666,0.71792611,18.07933323
116,senate,R000615,Romney,UT,,R,24,0.7916666666666666,0.71792611,18.07933323
0,senate,S000033,Sanders,VT,,Independent,99,0.13131313131313133,0.20957275,-26.40835124
115,senate,S000033,Sanders,VT,,I,84,0.14285714285714285,0.236595,-26.40835124
116,senate,S000033,Sanders,VT,,I,15,0.06666666666666667,0.05824811,-26.40835124
0,senate,S000148,Schumer,NY,,Democrat,108,0.24074074074074073,0.22591181,-22.49045614
115,senate,S000148,Schumer,NY,,D,84,0.27380952380952384,0.25753921,-22.49045614
116,senate,S000148,Schumer,NY,,D,24,0.125,0.11521591,-22.49045614
0,senate,S000320,Shelby,AL,,Republican,108,0.9351851851851852,0.8770488,27.72514661
115,senate,S000320,Shelby,AL,,R,84,0.9404761904761905,0.89117593,27.72514661
116,senate,S000320,Shelby,AL,,R,24,0.9166666666666666,0.82760386,27.72514661
0,senate,S000770,Stabenow,MI,,Democrat,108,0.2777777777777778,0.50583671,0.22303327
115,senate,S000770,Stabenow,MI,,D,84,0.3333333333333333,0.547125,0.22303327
116,senate,S000770,Stabenow,MI,,D,24,0.08333333333333333,0.3613277,0.22303327
0,senate,S001141,Sessions,AL,,Republican,8,1,0.95761291,27.72514661
115,senate,S001141,Sessions,AL,,R,8,1,0.95761291,27.72514661
0,senate,S001181,Shaheen,NH,,Democrat,107,0.29906542056074764,0.49586031,-0.36766386
115,senate,S001181,Shaheen,NH,,D,83,0.3614457831325301,0.53823045,-0.36766386
116,senate,S001181,Shaheen,NH,,D,24,0.08333333333333333,0.34933026,-0.36766386
0,senate,S001184,Scott,SC,,Republican,107,0.9439252336448598,0.75268571,14.2659129
115,senate,S001184,Scott,SC,,R,84,0.9642857142857143,0.78277954,14.2659129
116,senate,S001184,Scott,SC,,R,23,0.8695652173913043,0.64277783,14.2659129
0,senate,S001191,Sinema,AZ,,Democrat,114,0.5350877192982456,0.37730433,3.54559463
116,senate,S001191,Sinema,AZ,,D,23,0.17391304347826086,0.43055399,3.54559463
0,senate,S001194,Schatz,HI,,Democrat,108,0.24074074074074073,0.18705915,-32.18281473
115,senate,S001194,Schatz,HI,,D,84,0.27380952380952384,0.21231418,-32.18281473
116,senate,S001194,Schatz,HI,,D,24,0.125,0.09866657,-32.18281473
0,senate,S001197,Sasse,NE,,Republican,105,0.8571428571428571,0.86323562,25.04859475
115,senate,S001197,Sasse,NE,,R,83,0.8674698795180723,0.87976012,25.04859475
116,senate,S001197,Sasse,NE,,R,22,0.8181818181818182,0.80089319,25.04859475
0,senate,S001198,Sullivan,AK,,Republican,102,0.9215686274509803,0.76256424,14.73064079
115,senate,S001198,Sullivan,AK,,R,81,0.9259259259259259,0.78713053,14.73064079
116,senate,S001198,Sullivan,AK,,R,21,0.9047619047619048,0.66780857,14.73064079
0,senate,S001202,Strange,AL,,Republican,45,0.9111111111111111,0.88745216,27.72514661
115,senate,S001202,Strange,AL,,R,45,0.9111111111111111,0.88745216,27.72514661
0,senate,S001203,Smith,MN,,Democrat,51,0.23529411764705882,0.4297419,-1.52013048
115,senate,S001203,Smith,MN,,D,27,0.3333333333333333,0.52142916,-1.52013048
116,senate,S001203,Smith,MN,,D,24,0.125,0.32659374,-1.52013048
0,senate,S001217,Scott,FL,,Republican,24,0.875,0.38158235,1.19862561
116,senate,S001217,Scott,FL,,R,24,0.875,0.38158235,1.19862561
0,senate,T000250,Thune,SD,,Republican,108,0.9444444444444444,0.88692053,29.79332222
115,senate,T000250,Thune,SD,,R,84,0.9523809523809523,0.89951902,29.79332222
116,senate,T000250,Thune,SD,,R,24,0.9166666666666666,0.84282583,29.79332222
0,senate,T000461,Toomey,PA,,Republican,104,0.875,0.51483171,0.72426964
115,senate,T000461,Toomey,PA,,R,81,0.8888888888888888,0.55135156,0.72426964
116,senate,T000461,Toomey,PA,,R,23,0.8260869565217391,0.38621831,0.72426964
0,senate,T000464,Tester,MT,,Democrat,108,0.3055555555555556,0.82461388,20.42273211
115,senate,T000464,Tester,MT,,D,84,0.38095238095238093,0.84563706,20.42273211
116,senate,T000464,Tester,MT,,D,24,0.041666666666666664,0.75103273,20.42273211
0,senate,T000476,Tillis,NC,,Republican,106,0.9339622641509434,0.57728537,3.65522853
115,senate,T000476,Tillis,NC,,R,82,0.9512195121951219,0.61911325,3.65522853
116,senate,T000476,Tillis,NC,,R,24,0.875,0.43437345,3.65522853
0,senate,U000039,Udall,NM,,Democrat,108,0.24074074074074073,0.3576963,-8.2132684
115,senate,U000039,Udall,NM,,D,84,0.27380952380952384,0.39779287,-8.2132684
116,senate,U000039,Udall,NM,,D,24,0.125,0.21735829,-8.2132684
0,senate,V000128,Van Hollen,MD,,Democrat,107,0.22429906542056074,0.20951276,-26.41643951
115,senate,V000128,Van Hollen,MD,,D,83,0.25301204819277107,0.23939451,-26.41643951
116,senate,V000128,Van Hollen,MD,,D,24,0.125,0.10617171,-26.41643951
0,senate,W000437,Wicker,MS,,Republican,108,0.9351851851851852,0.79816705,17.82624982
115,senate,W000437,Wicker,MS,,R,84,0.9642857142857143,0.82218948,17.82624982
116,senate,W000437,Wicker,MS,,R,24,0.8333333333333334,0.71408854,17.82624982
0,senate,W000779,Wyden,OR,,Democrat,108,0.16666666666666666,0.32081607,-10.97781682
115,senate,W000779,Wyden,OR,,D,84,0.19047619047619047,0.35961111,-10.97781682
116,senate,W000779,Wyden,OR,,D,24,0.08333333333333333,0.18503344,-10.97781682
0,senate,W000802,Whitehouse,RI,,Democrat,108,0.23148148148148148,0.27368959,-15.50854907
115,senate,W000802,Whitehouse,RI,,D,84,0.27380952380952384,0.30989164,-15.50854907
116,senate,W000802,Whitehouse,RI,,D,24,0.08333333333333333,0.1469824,-15.50854907
0,senate,W000805,Warner,VA,,Democrat,108,0.3611111111111111,0.40310829,-5.32370582
115,senate,W000805,Warner,VA,,D,84,0.44047619047619047,0.44420349,-5.32370582
116,senate,W000805,Warner,VA,,D,24,0.08333333333333333,0.2592751,-5.32370582
0,senate,W000817,Warren,MA,,Democrat,101,0.1188118811881188,0.20863926,-27.19670645
115,senate,W000817,Warren,MA,,D,84,0.13095238095238096,0.23288072,-27.19670645
116,senate,W000817,Warren,MA,,D,17,0.058823529411764705,0.08885792,-27.19670645
0,senate,Y000064,Young,IN,,Republican,108,0.8518518518518519,0.81236647,19.16519376
115,senate,Y000064,Young,IN,,R,84,0.9285714285714286,0.83481105,19.16519376
116,senate,Y000064,Young,IN,,R,24,0.5833333333333334,0.73381042,19.16519376
